cdd_event_id,customer_id,event_date,event_type,new_risk_score,previous_risk_level,new_risk_level,summary,edd_id,triggered_by,reviewer
CDD_B6BF0CC2D6,CUST_A047EDC8,2022-11-01,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Maria Garcia
CDD_26081E8DF2,CUST_A047EDC8,2023-01-30,periodic_review,0.523,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_6D55D8B43C,Automated CDD Schedule,William Taylor
CDD_4154E1FEFC,CUST_A047EDC8,2023-04-22,periodic_review,0.525,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_84567CF250,CUST_A047EDC8,2023-07-17,periodic_review,0.625,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_F12539FACD,CUST_A047EDC8,2023-10-27,periodic_review,0.596,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_21FCA58EE8,CUST_A047EDC8,2024-01-27,periodic_review,0.638,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_001C71868B,Automated CDD Schedule,James Wilson
CDD_9930699BA0,CUST_A047EDC8,2024-04-16,risk_level_change,0.669,medium,medium,Risk level maintained during periodic CDD review,,Risk Model,Emily Thompson
CDD_2648E35B31,CUST_A047EDC8,2024-07-27,periodic_review,0.566,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_1E8CD4AF9B,CUST_A047EDC8,2024-10-12,periodic_review,0.639,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_76BA4EE479,CUST_A047EDC8,2025-01-05,periodic_review,0.612,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_8D39C00D41,CUST_A047EDC8,2025-04-12,periodic_review,0.527,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_5BBD9CC5B4,CUST_A047EDC8,2025-06-30,periodic_review,0.553,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_F73B2C0CDC,Automated CDD Schedule,Emily Thompson
CDD_8D17F8A4AA,CUST_A047EDC8,2025-10-01,periodic_review,0.677,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_88D51AFA0A,CUST_C2B3BBAB,2022-10-26,initial_risk_assessment,0.85,,high,Initial onboarding risk assessment - Classified as high risk,,Onboarding System,William Taylor
CDD_01525284E8,CUST_C2B3BBAB,2023-01-24,periodic_review,0.813,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_55EAAF700D,Automated CDD Schedule,Maria Garcia
CDD_CD442B4646,CUST_C2B3BBAB,2023-04-29,periodic_review,0.914,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_18CDFCD269,Automated CDD Schedule,Lisa Anderson
CDD_B2BEBFCABE,CUST_C2B3BBAB,2023-08-08,periodic_review,0.844,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_C45DB991F3,Automated CDD Schedule,Maria Garcia
CDD_18399239AC,CUST_C2B3BBAB,2023-10-27,periodic_review,0.811,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_C4D8F439AE,Automated CDD Schedule,Emily Thompson
CDD_ECFA35AD83,CUST_C2B3BBAB,2024-01-15,periodic_review,0.804,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_25F9CEC133,Automated CDD Schedule,David Kim
CDD_7EDB7A2846,CUST_C2B3BBAB,2024-04-04,risk_level_change,0.589,high,medium,Risk level increased during periodic CDD review,,Risk Model,David Kim
CDD_B9318D2ABB,CUST_C2B3BBAB,2024-07-16,periodic_review,0.629,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_70490C3A7E,CUST_C2B3BBAB,2024-09-29,periodic_review,0.657,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_61D7A98E56,CUST_C2B3BBAB,2025-01-08,periodic_review,0.601,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_6A8F866CC7,CUST_C2B3BBAB,2025-04-05,risk_level_change,0.817,medium,high,Risk level increased during periodic CDD review - EDD investigation initiated,EDD_6C4D035153,Risk Model,William Taylor
CDD_007A510F0D,CUST_C2B3BBAB,2025-07-12,periodic_review,0.861,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_985A658F52,Automated CDD Schedule,Maria Garcia
CDD_E34482652B,CUST_C2B3BBAB,2025-09-28,periodic_review,0.794,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_7F92191719,Automated CDD Schedule,Jessica Martinez
CDD_4A80DE2069,CUST_35BF93AF,2022-02-15,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Michael Rodriguez
CDD_4702EEFA63,CUST_35BF93AF,2022-05-16,periodic_review,0.666,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_6E6D6E6CA9,CUST_35BF93AF,2022-08-17,periodic_review,0.678,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_C8E6C1CF9F,CUST_35BF93AF,2022-11-01,periodic_review,0.636,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_7A8C58D45C,CUST_35BF93AF,2023-02-12,periodic_review,0.617,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_B3A6452F15,CUST_35BF93AF,2023-05-23,risk_level_change,0.792,medium,high,Risk level increased during periodic CDD review - EDD investigation initiated,EDD_4E173BC82F,Risk Model,Maria Garcia
CDD_6B71001C0E,CUST_35BF93AF,2023-08-14,periodic_review,0.774,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_7D00C6454E,Automated CDD Schedule,Maria Garcia
CDD_FFAD715560,CUST_35BF93AF,2023-11-16,periodic_review,0.912,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_16D0879C15,Automated CDD Schedule,Jessica Martinez
CDD_E2893E8C31,CUST_35BF93AF,2024-02-01,periodic_review,0.807,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_44AB2BBD51,Automated CDD Schedule,William Taylor
CDD_B77929EE3D,CUST_35BF93AF,2024-05-10,periodic_review,0.754,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_4CA78C8568,Automated CDD Schedule,Emily Thompson
CDD_4B063454E4,CUST_35BF93AF,2024-08-07,periodic_review,0.909,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_84C2846ACD,Automated CDD Schedule,Michael Rodriguez
CDD_3BCD38A8A3,CUST_35BF93AF,2024-10-30,risk_level_change,0.779,high,high,Risk level maintained during periodic CDD review - EDD investigation initiated,EDD_F28857CDBE,Risk Model,William Taylor
CDD_35F7A35BC5,CUST_35BF93AF,2025-02-04,periodic_review,0.855,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_9605AB5869,Automated CDD Schedule,Maria Garcia
CDD_7D1782BE44,CUST_35BF93AF,2025-05-16,periodic_review,0.926,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_115B538C33,Automated CDD Schedule,Lisa Anderson
CDD_C5796B2E01,CUST_35BF93AF,2025-08-25,periodic_review,0.777,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_2C41BA730E,Automated CDD Schedule,Maria Garcia
CDD_D17CFC5AEE,CUST_FE511599,2023-07-16,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,David Kim
CDD_C565EF6C6E,CUST_FE511599,2023-10-14,periodic_review,0.629,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_1BF583493E,CUST_FE511599,2024-01-14,periodic_review,0.692,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_55EC2C4E3E,CUST_FE511599,2024-03-29,periodic_review,0.53,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_B8F266061A,CUST_FE511599,2024-07-05,periodic_review,0.591,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_396C4C0FD8,CUST_FE511599,2024-09-29,periodic_review,0.654,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_7C2AD75893,CUST_FE511599,2024-12-20,periodic_review,0.637,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_D4470829B2,CUST_FE511599,2025-03-25,periodic_review,0.569,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_C43AE20FF8,CUST_FE511599,2025-06-29,risk_level_change,0.608,medium,medium,Risk level maintained during periodic CDD review,,Risk Model,Emily Thompson
CDD_6E8F43E3DB,CUST_FE511599,2025-10-06,risk_level_change,0.796,medium,high,Risk level increased during periodic CDD review - EDD investigation initiated,EDD_220D4311D1,Risk Model,Robert Johnson
CDD_2DD446067B,CUST_2942EC54,2022-10-07,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Robert Johnson
CDD_8014A83D9E,CUST_2942EC54,2023-01-05,periodic_review,0.277,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_233945AB45,CUST_2942EC54,2023-04-03,periodic_review,0.27,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_0A1567AD7B,CUST_2942EC54,2023-06-22,periodic_review,0.258,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_3C88C10747,CUST_2942EC54,2023-09-11,periodic_review,0.394,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_6AAE3A6A4A,CUST_2942EC54,2023-11-27,periodic_review,0.254,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_3F1173B3B4,CUST_2942EC54,2024-02-11,periodic_review,0.269,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_4FD1C8BDB2,CUST_2942EC54,2024-05-03,periodic_review,0.347,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_6C72E707FE,CUST_2942EC54,2024-07-24,periodic_review,0.324,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_747ACAA8CE,CUST_2942EC54,2024-11-01,periodic_review,0.338,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_F13EE1D55F,CUST_2942EC54,2025-01-23,periodic_review,0.233,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_23D4A99CEB,CUST_2942EC54,2025-04-13,risk_level_change,0.374,low,low,Risk level maintained during periodic CDD review,,Risk Model,James Wilson
CDD_693953363D,CUST_2942EC54,2025-07-22,periodic_review,0.252,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_A210685AE6,CUST_2942EC54,2025-10-14,periodic_review,0.345,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_0A9453EFFF,CUST_D48B6B1D,2022-07-26,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,William Taylor
CDD_D5BA7A598E,CUST_D48B6B1D,2023-01-22,periodic_review,0.209,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_FB5AAB1435,CUST_D48B6B1D,2023-07-25,periodic_review,0.363,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_09CB4E1E56,CUST_D48B6B1D,2024-01-11,periodic_review,0.311,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_F44489AB91,CUST_D48B6B1D,2024-07-02,periodic_review,0.336,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_9C09ACDC54,CUST_D48B6B1D,2025-01-09,periodic_review,0.263,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_3F75AB3EC9,CUST_D48B6B1D,2025-06-28,periodic_review,0.339,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_04E0AE330E,CUST_358BD2D8,2022-12-01,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Jessica Martinez
CDD_01638E4F39,CUST_358BD2D8,2023-03-01,risk_level_change,0.301,medium,low,Risk level increased during periodic CDD review,,Risk Model,James Wilson
CDD_4C4612C7A3,CUST_358BD2D8,2023-05-22,periodic_review,0.366,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_4C865641EF,CUST_358BD2D8,2023-08-14,periodic_review,0.283,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_E6D1A13F2C,CUST_358BD2D8,2023-11-04,periodic_review,0.3,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_F411D69688,CUST_358BD2D8,2024-02-08,periodic_review,0.256,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_8A2513C448,CUST_358BD2D8,2024-04-25,risk_level_change,0.228,low,low,Risk level maintained during periodic CDD review,,Risk Model,Emily Thompson
CDD_4D4E74AD00,CUST_358BD2D8,2024-07-19,periodic_review,0.351,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_1167DD3EDE,CUST_358BD2D8,2024-10-28,periodic_review,0.262,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_87ED07F3E0,CUST_358BD2D8,2025-01-11,periodic_review,0.305,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_0C3CFBBCA4,CUST_358BD2D8,2025-04-14,periodic_review,0.296,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_816B5B5CB4,CUST_358BD2D8,2025-07-07,periodic_review,0.247,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_C550639DD0,CUST_358BD2D8,2025-09-28,periodic_review,0.234,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_F6058CCCE0,CUST_5C2C1F14,2022-03-09,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Maria Garcia
CDD_9310FD65D8,CUST_5C2C1F14,2022-09-05,periodic_review,0.262,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_556FBC5184,CUST_5C2C1F14,2023-02-28,risk_level_change,0.212,low,low,Risk level maintained during periodic CDD review,,Risk Model,Jessica Martinez
CDD_56DE57BF60,CUST_5C2C1F14,2023-08-12,periodic_review,0.303,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_5A7AB038EF,CUST_5C2C1F14,2024-01-27,periodic_review,0.306,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_1E62F0B2D2,CUST_5C2C1F14,2024-08-02,periodic_review,0.387,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_24DEECAEC9,CUST_5C2C1F14,2025-01-17,periodic_review,0.263,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_66633809AC,CUST_5C2C1F14,2025-07-21,periodic_review,0.225,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_BFAA9571AE,CUST_4B56EB62,2023-10-09,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Emily Thompson
CDD_6E6BFE5649,CUST_4B56EB62,2024-10-08,periodic_review,0.33,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_0009B279C6,CUST_4B56EB62,2025-09-30,periodic_review,0.343,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_846B8ABF2C,CUST_D5C3A096,2023-05-31,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Robert Johnson
CDD_4A35C8C50C,CUST_D5C3A096,2023-08-29,periodic_review,0.527,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_5B9E17C6E3,Automated CDD Schedule,Michael Rodriguez
CDD_EC85A16690,CUST_D5C3A096,2023-11-15,periodic_review,0.611,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_BB1D4E7B6D,CUST_D5C3A096,2024-02-21,periodic_review,0.674,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_704A27369E,CUST_D5C3A096,2024-05-18,periodic_review,0.59,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_8431FF2B27,CUST_D5C3A096,2024-08-27,periodic_review,0.606,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_EEDFB0F0B9,CUST_D5C3A096,2024-11-23,periodic_review,0.577,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_AEDBAA63FD,CUST_D5C3A096,2025-03-08,periodic_review,0.648,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_81354B3D3D,CUST_D5C3A096,2025-06-01,periodic_review,0.525,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_340A51A051,Automated CDD Schedule,Maria Garcia
CDD_7900D2B190,CUST_D5C3A096,2025-08-26,periodic_review,0.674,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_E5DE0BEB46,CUST_6505ECB8,2023-10-20,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Lisa Anderson
CDD_F8209135D0,CUST_6505ECB8,2023-11-19,risk_level_change,0.915,medium,high,Risk level increased during periodic CDD review - EDD investigation initiated,EDD_EF7A2398F5,Risk Model,William Taylor
CDD_B5F95BE738,CUST_6505ECB8,2023-12-20,periodic_review,0.758,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_F842E69FC7,Automated CDD Schedule,Lisa Anderson
CDD_24E028309D,CUST_6505ECB8,2024-01-28,periodic_review,0.811,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_36B866D577,Automated CDD Schedule,Jessica Martinez
CDD_A2A036C13D,CUST_6505ECB8,2024-03-01,periodic_review,0.872,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_011D49444A,Automated CDD Schedule,David Kim
CDD_11D99E507F,CUST_6505ECB8,2024-03-23,periodic_review,0.756,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_A5A1CA6EBD,Automated CDD Schedule,James Wilson
CDD_0401E6B41D,CUST_6505ECB8,2024-04-25,periodic_review,0.795,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_017F771C1A,Automated CDD Schedule,Sarah Chen
CDD_DFCDFA6867,CUST_6505ECB8,2024-05-28,periodic_review,0.757,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_E2459E0D40,Automated CDD Schedule,Michael Rodriguez
CDD_CFAD39F172,CUST_6505ECB8,2024-07-02,periodic_review,0.931,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_EB4ECAD21A,Automated CDD Schedule,David Kim
CDD_FD7D310657,CUST_6505ECB8,2024-07-17,periodic_review,0.827,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_57108636D8,Automated CDD Schedule,William Taylor
CDD_2DEE56E1A3,CUST_6505ECB8,2024-08-10,periodic_review,0.762,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_28196F8EE7,Automated CDD Schedule,Lisa Anderson
CDD_E3FEC24FC0,CUST_6505ECB8,2024-09-14,periodic_review,0.829,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_C0688C1302,Automated CDD Schedule,Michael Rodriguez
CDD_4FEADC31B7,CUST_6505ECB8,2024-10-06,periodic_review,0.808,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_18D221E9CC,Automated CDD Schedule,Michael Rodriguez
CDD_8B1811F5AE,CUST_6505ECB8,2024-10-22,periodic_review,0.797,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_47D109721C,Automated CDD Schedule,Maria Garcia
CDD_3C282A80B2,CUST_6505ECB8,2024-11-24,periodic_review,0.784,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_B27A5A6308,Automated CDD Schedule,Lisa Anderson
CDD_18179B6D4E,CUST_6505ECB8,2025-01-01,periodic_review,0.922,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_1B270867B5,Automated CDD Schedule,Maria Garcia
CDD_18ABBE10F4,CUST_6505ECB8,2025-02-14,periodic_review,0.925,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_0227AB3452,Automated CDD Schedule,William Taylor
CDD_4F203CE0E6,CUST_6505ECB8,2025-03-18,periodic_review,0.895,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_16FCB54095,Automated CDD Schedule,David Kim
CDD_BBD922EE7A,CUST_6505ECB8,2025-04-12,periodic_review,0.785,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_FF6AD75154,Automated CDD Schedule,Robert Johnson
CDD_1D1F3B9A66,CUST_6505ECB8,2025-05-13,periodic_review,0.829,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_29928AEBFB,Automated CDD Schedule,Robert Johnson
CDD_3E64DEC6D7,CUST_6505ECB8,2025-06-13,periodic_review,0.95,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_4603A2B87E,Automated CDD Schedule,David Kim
CDD_959243C0DA,CUST_6505ECB8,2025-07-10,periodic_review,0.888,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_568BCD0E9A,Automated CDD Schedule,Jessica Martinez
CDD_06232470ED,CUST_6505ECB8,2025-08-09,periodic_review,0.826,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_AEBBACD1D4,Automated CDD Schedule,Sarah Chen
CDD_DEC6EAE82F,CUST_6505ECB8,2025-09-23,periodic_review,0.801,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_936C090A84,Automated CDD Schedule,Robert Johnson
CDD_EF76CBBE5A,CUST_6505ECB8,2025-11-03,periodic_review,0.832,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_12E1BF1261,Automated CDD Schedule,Robert Johnson
CDD_283D471EEF,CUST_0BA05FEA,2022-09-06,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,David Kim
CDD_E83532CF74,CUST_0BA05FEA,2022-12-05,periodic_review,0.643,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_8DBCDECC4F,CUST_0BA05FEA,2023-02-28,periodic_review,0.564,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_B1B32D2502,CUST_0BA05FEA,2023-05-14,periodic_review,0.642,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_88FC518EFE,CUST_0BA05FEA,2023-08-25,periodic_review,0.68,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_4807F0AA8A,CUST_0BA05FEA,2023-11-26,periodic_review,0.622,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_CEEDAAFE62,CUST_0BA05FEA,2024-03-05,periodic_review,0.644,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_E652F66179,CUST_0BA05FEA,2024-05-22,periodic_review,0.522,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_51A5A16A89,CUST_0BA05FEA,2024-08-16,risk_level_change,0.884,medium,high,Risk level increased during periodic CDD review - EDD investigation initiated,EDD_A7552722D4,Risk Model,Emily Thompson
CDD_353635DF03,CUST_0BA05FEA,2024-11-02,periodic_review,0.816,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_0F9D51056B,Automated CDD Schedule,Sarah Chen
CDD_28F5167DC8,CUST_0BA05FEA,2025-01-29,periodic_review,0.809,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_15E8F12CE2,Automated CDD Schedule,Robert Johnson
CDD_FB43145119,CUST_0BA05FEA,2025-05-14,risk_level_change,0.763,high,high,Risk level maintained during periodic CDD review - EDD investigation initiated,EDD_6701459C24,Risk Model,Sarah Chen
CDD_059423E7B3,CUST_0BA05FEA,2025-07-28,periodic_review,0.904,high,high,Routine CDD review - Risk level maintained at high - EDD investigation initiated,EDD_4CD233D80B,Automated CDD Schedule,Sarah Chen
CDD_23EFCAFD68,CUST_0BA05FEA,2025-10-21,risk_level_change,0.88,high,high,Risk level maintained during periodic CDD review - EDD investigation initiated,EDD_F562F44AE8,Risk Model,David Kim
CDD_C7D96038A6,CUST_E8BCC118,2023-10-12,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Jessica Martinez
CDD_AAF69705E6,CUST_E8BCC118,2024-10-11,periodic_review,0.347,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_66553AFC35,CUST_E8BCC118,2025-10-24,periodic_review,0.344,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_389F1F0F49,CUST_D7E85E17,2022-10-20,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Sarah Chen
CDD_A23879B453,CUST_D7E85E17,2023-01-18,periodic_review,0.61,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_BC3D10D857,CUST_D7E85E17,2023-04-27,periodic_review,0.58,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_EE6E278253,Automated CDD Schedule,Jessica Martinez
CDD_D37BADDB92,CUST_D7E85E17,2023-08-03,periodic_review,0.697,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_9D0A5230FA,CUST_D7E85E17,2023-11-11,periodic_review,0.59,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_0B389569B2,CUST_D7E85E17,2024-02-02,periodic_review,0.548,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
