kyc_event_id,customer_id,kyc_check_date,document_type,document_verified,reviewer,result,expiry_date,notes
KYC_BFCE684BAB,CUST_2942EC54,2025-09-14,Passport,False,Lisa Anderson,approved,2028-06-16,
KYC_28E1D96A65,CUST_D48B6B1D,2022-07-26,Bank Statement,True,Jessica Martinez,approved,2027-05-26,
KYC_7E0C96ACDE,CUST_D48B6B1D,2022-07-26,Utility Bill,True,James Wilson,approved,2025-04-29,
KYC_267CAC54C6,CUST_D48B6B1D,2023-02-26,Passport,True,Lisa Anderson,approved,2027-06-12,
KYC_DA28412372,CUST_D48B6B1D,2024-07-31,Driver License,True,Maria Garcia,approved,2027-06-11,
KYC_DBFAEF8585,CUST_D48B6B1D,2025-10-24,Bank Statement,True,Michael Rodriguez,approved,2030-03-19,
KYC_D659DF72BB,CUST_358BD2D8,2022-12-01,Bank Statement,True,Lisa Anderson,approved,2024-05-27,
KYC_D63CDF8F54,CUST_358BD2D8,2022-12-01,Driver License,True,Robert Johnson,approved,2025-02-04,
KYC_22B26D041C,CUST_358BD2D8,2022-12-01,Utility Bill,True,William Taylor,approved,2024-02-08,
KYC_B145DFAACA,CUST_358BD2D8,2024-03-31,Bank Statement,True,Jessica Martinez,approved,2027-02-16,
KYC_FFEF69677C,CUST_358BD2D8,2025-01-26,Passport,True,David Kim,approved,2028-07-23,
KYC_5723C6CCBD,CUST_358BD2D8,2025-07-30,Passport,True,Sarah Chen,approved,2030-06-26,
KYC_586D1657D0,CUST_5C2C1F14,2022-03-09,Utility Bill,True,Lisa Anderson,approved,2027-02-23,
KYC_A46A0502D8,CUST_5C2C1F14,2022-03-09,Passport,True,Emily Thompson,approved,2026-08-15,
KYC_EF3148A3A0,CUST_5C2C1F14,2022-11-11,Passport,True,Robert Johnson,approved,2026-04-22,
KYC_3E11B9ED0D,CUST_5C2C1F14,2023-09-13,Driver License,True,David Kim,approved,2025-10-27,
KYC_10122385AF,CUST_5C2C1F14,2024-10-13,Passport,True,James Wilson,approved,2029-08-23,
KYC_058AD04A0B,CUST_4B56EB62,2023-10-09,Passport,True,Sarah Chen,approved,2027-05-25,
KYC_CF2D429FA0,CUST_4B56EB62,2023-10-09,Utility Bill,True,Maria Garcia,approved,2026-11-01,
KYC_36C648570F,CUST_4B56EB62,2023-10-09,Bank Statement,True,David Kim,approved,2026-12-04,
KYC_CC51700FAF,CUST_4B56EB62,2023-10-09,Driver License,True,Sarah Chen,approved,2027-07-06,
KYC_549E7E3AF3,CUST_4B56EB62,2025-02-03,Driver License,True,Jessica Martinez,approved,2029-02-05,
KYC_1D0F238C52,CUST_D5C3A096,2023-05-31,Utility Bill,True,Maria Garcia,approved,2028-05-22,
KYC_712167F9F6,CUST_D5C3A096,2023-05-31,Passport,True,Emily Thompson,approved,2028-01-13,
KYC_2A6147F418,CUST_D5C3A096,2023-05-31,Driver License,True,Robert Johnson,approved,2025-08-24,
KYC_5EE631AF48,CUST_D5C3A096,2024-08-12,Proof of Address,True,Emily Thompson,approved,2025-09-19,
KYC_1092F45EF5,CUST_D5C3A096,2025-02-28,Bank Statement,True,Maria Garcia,approved,2029-07-08,
KYC_B01371FE14,CUST_6505ECB8,2023-10-20,Utility Bill,True,Lisa Anderson,approved,2026-08-27,
KYC_7641E6D3B1,CUST_6505ECB8,2023-10-20,Bank Statement,True,Jessica Martinez,approved,2024-10-27,
KYC_A66ACE2121,CUST_6505ECB8,2023-10-20,Driver License,True,Sarah Chen,approved,2028-04-20,
KYC_0EED133305,CUST_6505ECB8,2023-10-20,Passport,True,Robert Johnson,approved,2027-06-16,
KYC_0459961FD8,CUST_6505ECB8,2025-03-28,Passport,True,Lisa Anderson,approved,2026-07-17,
KYC_A3B9D17B9F,CUST_0BA05FEA,2022-09-06,Driver License,False,Lisa Anderson,approved,2025-02-08,
KYC_AADEB3FF48,CUST_0BA05FEA,2022-09-06,Utility Bill,True,Jessica Martinez,approved,2025-02-27,
KYC_BD79ED0132,CUST_0BA05FEA,2022-09-06,Bank Statement,True,David Kim,approved,2027-07-11,
KYC_33EC5C972C,CUST_0BA05FEA,2023-11-23,Bank Statement,True,David Kim,approved,2027-09-16,
KYC_72A5BA6B3C,CUST_0BA05FEA,2025-02-27,Driver License,True,Lisa Anderson,approved,2029-03-01,
KYC_AC3D2AEF24,CUST_0BA05FEA,2025-09-22,Driver License,True,David Kim,approved,2029-09-15,
KYC_7B2725189F,CUST_E8BCC118,2023-10-12,Bank Statement,True,Jessica Martinez,approved,2027-11-26,
KYC_6B6FC8801D,CUST_E8BCC118,2023-10-12,Utility Bill,True,Sarah Chen,approved,2025-01-14,
KYC_184C221624,CUST_E8BCC118,2023-10-12,Passport,True,Lisa Anderson,approved,2026-08-14,
KYC_C26CE6428C,CUST_E8BCC118,2023-10-12,Driver License,True,Maria Garcia,approved,2027-10-09,
KYC_14E30E5BFF,CUST_E8BCC118,2024-08-19,Passport,True,Jessica Martinez,approved,2028-09-15,
KYC_B195F0B698,CUST_D7E85E17,2022-10-20,Utility Bill,True,David Kim,approved,2027-08-22,
KYC_EA6242135B,CUST_D7E85E17,2022-10-20,Passport,True,David Kim,approved,2027-06-26,
KYC_C76EDE4ABA,CUST_D7E85E17,2023-08-02,Proof of Address,True,Robert Johnson,pending,2026-03-18,
KYC_5272D826EF,CUST_D7E85E17,2024-08-17,Driver License,True,William Taylor,approved,2027-12-06,
KYC_E7E9ADFF5F,CUST_E26269C3,2022-03-27,Driver License,True,Robert Johnson,approved,2025-04-16,
KYC_581055AFB7,CUST_E26269C3,2022-03-27,Utility Bill,True,William Taylor,approved,2025-06-25,
KYC_24CE166FE6,CUST_E26269C3,2022-03-27,Bank Statement,True,Jessica Martinez,approved,2026-01-05,
KYC_293BA80B69,CUST_E26269C3,2023-08-22,Driver License,True,David Kim,approved,2027-09-22,
KYC_A0ECD76CF4,CUST_E26269C3,2024-08-05,Proof of Address,True,Maria Garcia,approved,2028-11-16,
KYC_37E5F5788F,CUST_E26269C3,2025-10-07,Proof of Address,True,Lisa Anderson,approved,2026-11-05,
KYC_C35FCFF913,CUST_6D00D7AF,2023-05-28,Utility Bill,True,Maria Garcia,approved,2027-05-17,
KYC_8F9119D6A3,CUST_6D00D7AF,2023-05-28,Driver License,True,Lisa Anderson,approved,2026-06-06,
KYC_8B28CF81FC,CUST_6D00D7AF,2023-05-28,Bank Statement,True,Maria Garcia,approved,2026-11-24,
KYC_21AD420032,CUST_6D00D7AF,2023-05-28,Passport,True,James Wilson,approved,2026-03-09,
KYC_FB6159238E,CUST_6D00D7AF,2024-07-13,Proof of Address,True,William Taylor,approved,2029-04-01,
KYC_8484628A49,CUST_6D00D7AF,2025-03-27,Passport,True,David Kim,approved,2029-07-24,
KYC_960FF44DCD,CUST_9A78D967,2022-09-19,Bank Statement,True,James Wilson,approved,2027-05-03,
KYC_78A13424A3,CUST_9A78D967,2022-09-19,Passport,True,Michael Rodriguez,approved,2024-09-28,
KYC_2290A069AC,CUST_9A78D967,2022-09-19,Driver License,True,Jessica Martinez,approved,2026-07-09,
KYC_CBD27D88CA,CUST_9A78D967,2022-09-19,Utility Bill,True,James Wilson,approved,2026-04-16,
KYC_253F74A01C,CUST_9A78D967,2023-09-18,Driver License,True,Maria Garcia,approved,2024-11-26,
KYC_D991D72C87,CUST_9A78D967,2025-02-24,Bank Statement,True,Sarah Chen,approved,2026-03-16,
KYC_5E958DB51D,CUST_A754BCA8,2022-05-31,Driver License,True,Robert Johnson,approved,2023-08-11,
KYC_D28E93F0D2,CUST_A754BCA8,2022-05-31,Bank Statement,True,Jessica Martinez,approved,2027-05-07,
KYC_55141EC299,CUST_A754BCA8,2022-05-31,Passport,True,Sarah Chen,approved,2026-10-12,
KYC_C0CC7DCC25,CUST_A754BCA8,2023-07-21,Passport,True,James Wilson,approved,2026-05-24,
KYC_C15DC539D9,CUST_A754BCA8,2024-07-27,Driver License,True,William Taylor,approved,2026-12-13,
KYC_6D140B4EC4,CUST_A754BCA8,2025-09-18,Driver License,True,James Wilson,approved,2029-01-13,
KYC_BBE0F16E6A,CUST_E609C4FC,2023-03-14,Bank Statement,True,Robert Johnson,approved,2026-07-10,
KYC_82E1E9200C,CUST_E609C4FC,2023-03-14,Driver License,True,Sarah Chen,approved,2025-03-16,
KYC_A891F16C0B,CUST_E609C4FC,2023-03-14,Utility Bill,True,Jessica Martinez,approved,2025-04-22,
KYC_EC6BA21891,CUST_E609C4FC,2024-05-22,Driver License,True,Lisa Anderson,approved,2026-08-07,
KYC_CE0DAF8788,CUST_E609C4FC,2025-07-26,Bank Statement,True,David Kim,approved,2030-07-15,
KYC_88A5D044F3,CUST_ADA95B2B,2023-02-12,Bank Statement,True,David Kim,approved,2027-09-08,
KYC_F500181051,CUST_ADA95B2B,2023-02-12,Utility Bill,True,Sarah Chen,approved,2024-12-02,
KYC_E9C5407872,CUST_ADA95B2B,2023-02-12,Passport,True,Emily Thompson,approved,2025-03-04,
KYC_A1926EBA98,CUST_ADA95B2B,2023-08-26,Passport,True,Lisa Anderson,approved,2028-07-10,
KYC_BC59E5FB2F,CUST_ADA95B2B,2025-01-07,Proof of Address,True,James Wilson,approved,2027-08-25,
KYC_D680206082,CUST_ADA95B2B,2025-10-06,Driver License,True,William Taylor,approved,2028-06-24,
KYC_562E40ABA5,CUST_2F4F30C4,2023-04-07,Bank Statement,True,David Kim,approved,2024-06-27,
KYC_65D42386F8,CUST_2F4F30C4,2023-04-07,Utility Bill,True,Jessica Martinez,approved,2025-08-31,
KYC_0914B5B044,CUST_2F4F30C4,2023-04-07,Driver License,True,Sarah Chen,approved,2027-11-26,
KYC_F467427CA7,CUST_2F4F30C4,2023-04-07,Passport,True,Lisa Anderson,approved,2027-12-30,
KYC_D7391B3750,CUST_2F4F30C4,2023-12-30,Proof of Address,True,Robert Johnson,approved,2028-05-24,
KYC_78FD2D804A,CUST_2F4F30C4,2024-11-09,Proof of Address,False,Lisa Anderson,approved,2029-05-03,
KYC_90B18A1649,CUST_2F4F30C4,2025-08-21,Bank Statement,True,Maria Garcia,approved,2029-01-27,
KYC_806DEA7789,CUST_BFC1106B,2022-10-11,Bank Statement,True,Jessica Martinez,pending,2026-06-06,
KYC_203ACFB2F9,CUST_BFC1106B,2022-10-11,Passport,True,Sarah Chen,approved,2026-07-15,
KYC_90D9305B41,CUST_BFC1106B,2022-10-11,Driver License,True,James Wilson,rejected,2023-12-02,
KYC_63F2E414FB,CUST_BFC1106B,2022-10-11,Utility Bill,True,Maria Garcia,approved,2027-06-01,
KYC_A023A8A6EE,CUST_BFC1106B,2023-06-03,Driver License,True,William Taylor,approved,2028-02-13,
KYC_F2A328F89D,CUST_BFC1106B,2023-12-31,Passport,True,Emily Thompson,approved,2028-01-31,
KYC_BB230C7085,CUST_BFC1106B,2024-11-24,Passport,True,Lisa Anderson,approved,2028-08-23,
KYC_54E57F8C58,CUST_BFC1106B,2025-08-19,Proof of Address,True,Michael Rodriguez,approved,2026-09-07,
KYC_CADD04078A,CUST_60A5ADB8,2023-05-13,Utility Bill,True,Maria Garcia,approved,2027-12-23,
KYC_176930D84C,CUST_60A5ADB8,2023-05-13,Passport,True,William Taylor,approved,2025-12-20,
KYC_C016B82923,CUST_60A5ADB8,2023-05-13,Driver License,True,Jessica Martinez,pending,2026-07-12,
KYC_35F116A6D4,CUST_60A5ADB8,2023-05-13,Bank Statement,True,Robert Johnson,approved,2027-11-24,
KYC_F2223584D4,CUST_60A5ADB8,2024-06-02,Driver License,True,David Kim,approved,2026-06-11,
KYC_842A5D9B02,CUST_60A5ADB8,2025-07-21,Proof of Address,True,Robert Johnson,approved,2030-01-18,
KYC_10BBBE88A4,CUST_7E562DCE,2023-02-16,Bank Statement,True,Lisa Anderson,rejected,2026-10-23,
KYC_706370C0C1,CUST_7E562DCE,2023-02-16,Driver License,False,Robert Johnson,approved,2028-01-30,
KYC_E20842F46A,CUST_7E562DCE,2023-02-16,Utility Bill,True,James Wilson,approved,2025-05-25,
KYC_C3DC8EACEB,CUST_7E562DCE,2024-01-10,Driver License,True,Emily Thompson,approved,2028-09-10,
KYC_6437F62DA3,CUST_7E562DCE,2024-10-04,Passport,True,Lisa Anderson,approved,2027-09-14,
KYC_5A3C0C704B,CUST_A1EC032A,2022-11-26,Passport,True,Jessica Martinez,approved,2026-12-01,
KYC_FAFC77E96F,CUST_A1EC032A,2022-11-26,Utility Bill,True,James Wilson,approved,2026-10-08,
KYC_C2F703C47D,CUST_A1EC032A,2022-11-26,Driver License,True,Lisa Anderson,approved,2025-07-10,
KYC_CF4505841E,CUST_A1EC032A,2022-11-26,Bank Statement,True,Sarah Chen,approved,2027-06-10,
KYC_2206347081,CUST_A1EC032A,2023-09-25,Driver License,True,Maria Garcia,approved,2027-03-11,
KYC_6B384110CB,CUST_A1EC032A,2024-06-13,Proof of Address,True,David Kim,approved,2028-12-11,
KYC_7E6EDA68E1,CUST_A1EC032A,2025-01-16,Proof of Address,True,Lisa Anderson,approved,2029-03-04,
KYC_4F181C68D9,CUST_A1EC032A,2025-09-22,Bank Statement,True,Robert Johnson,pending,2030-08-22,
KYC_5438F8B0AB,CUST_FB0A9E49,2022-04-13,Driver License,True,Maria Garcia,pending,2026-03-19,
KYC_C5B571AB79,CUST_FB0A9E49,2022-04-13,Passport,True,Robert Johnson,approved,2024-01-26,
KYC_9B822ABE39,CUST_FB0A9E49,2022-04-13,Utility Bill,True,Maria Garcia,approved,2026-03-18,
KYC_89FFEBF1DD,CUST_FB0A9E49,2023-08-27,Proof of Address,True,Jessica Martinez,approved,2024-11-25,
KYC_5FBACC9564,CUST_FB0A9E49,2024-09-08,Bank Statement,True,Robert Johnson,approved,2027-07-20,
KYC_E4BAE74D5F,CUST_945604A0,2023-05-09,Bank Statement,True,Sarah Chen,approved,2027-09-28,
KYC_1E7A73E947,CUST_945604A0,2023-05-09,Passport,True,James Wilson,approved,2025-06-28,
KYC_0DF223542F,CUST_945604A0,2023-05-09,Driver License,True,Jessica Martinez,approved,2026-04-29,
KYC_9DE059AB3C,CUST_945604A0,2023-05-09,Utility Bill,False,Maria Garcia,approved,2025-05-14,
KYC_95063252D4,CUST_945604A0,2024-04-30,Driver License,True,David Kim,approved,2028-06-15,
KYC_6FB40B2064,CUST_945604A0,2025-05-28,Bank Statement,True,Maria Garcia,approved,2029-03-23,
KYC_8F8E89D178,CUST_B9CE4538,2023-11-13,Bank Statement,True,James Wilson,approved,2025-11-28,
KYC_E8383586BC,CUST_B9CE4538,2023-11-13,Driver License,True,Michael Rodriguez,approved,2027-12-03,
KYC_589A3BC336,CUST_B9CE4538,2023-11-13,Utility Bill,True,William Taylor,rejected,2028-02-20,
KYC_DB4AD413DB,CUST_B9CE4538,2023-11-13,Passport,False,Sarah Chen,approved,2028-10-09,
KYC_9A1FE445B6,CUST_B9CE4538,2025-02-06,Proof of Address,True,David Kim,approved,2028-11-30,
KYC_AF4C401412,CUST_39CDA39B,2022-04-29,Driver License,True,Robert Johnson,approved,2027-04-28,
KYC_1945B22055,CUST_39CDA39B,2022-04-29,Passport,True,Lisa Anderson,approved,2025-06-04,
KYC_561782CFDF,CUST_39CDA39B,2022-04-29,Bank Statement,True,Sarah Chen,rejected,2025-09-07,
KYC_3404162BA2,CUST_39CDA39B,2022-04-29,Utility Bill,True,Emily Thompson,approved,2025-09-27,
KYC_E64701EE9A,CUST_39CDA39B,2023-02-21,Bank Statement,True,Maria Garcia,approved,2026-06-04,
KYC_7CFA5CB7A7,CUST_39CDA39B,2023-12-18,Bank Statement,True,David Kim,approved,2028-02-17,
KYC_AF0EB89883,CUST_39CDA39B,2025-01-11,Passport,True,David Kim,approved,2028-02-06,
KYC_2310656443,CUST_F04EA5BA,2023-02-02,Driver License,True,David Kim,approved,2027-04-04,
KYC_4F507E2966,CUST_F04EA5BA,2023-02-02,Passport,True,Jessica Martinez,approved,2025-08-30,
KYC_9BC27E34B5,CUST_F04EA5BA,2023-09-03,Proof of Address,True,Maria Garcia,approved,2025-10-14,
KYC_986ABE9245,CUST_F04EA5BA,2024-09-20,Bank Statement,True,Emily Thompson,approved,2029-01-16,
KYC_DDE9FEFE12,CUST_F04EA5BA,2025-04-26,Passport,True,James Wilson,approved,2027-03-11,
KYC_CFC1561EEA,CUST_93437EF3,2023-04-12,Utility Bill,True,Jessica Martinez,approved,2027-05-10,
KYC_D3BA6CF040,CUST_93437EF3,2023-04-12,Driver License,True,Emily Thompson,approved,2024-04-16,
KYC_D3EBDEC08E,CUST_93437EF3,2023-04-12,Bank Statement,True,Maria Garcia,approved,2027-02-19,
KYC_8A4591AEB7,CUST_93437EF3,2023-04-12,Passport,True,Maria Garcia,approved,2026-04-29,
KYC_1AC63242DD,CUST_93437EF3,2024-08-20,Bank Statement,True,Lisa Anderson,approved,2026-08-25,
KYC_F25E5ADA36,CUST_B32E9702,2022-03-02,Passport,True,Emily Thompson,approved,2026-10-02,
KYC_FE52ECDA8B,CUST_B32E9702,2022-03-02,Driver License,True,Michael Rodriguez,approved,2026-09-16,
KYC_C841D54C1F,CUST_B32E9702,2022-03-02,Bank Statement,False,Emily Thompson,approved,2025-09-04,
KYC_E83072BCFC,CUST_B32E9702,2022-03-02,Utility Bill,True,Jessica Martinez,approved,2024-11-04,
KYC_E9F5B653E6,CUST_B32E9702,2023-06-24,Driver License,True,James Wilson,approved,2028-06-07,
KYC_981F04D842,CUST_B32E9702,2024-10-14,Driver License,True,David Kim,approved,2028-06-22,
KYC_AD18350966,CUST_9A9072F6,2023-11-26,Bank Statement,True,William Taylor,approved,2026-05-05,
KYC_D38077B964,CUST_9A9072F6,2023-11-26,Driver License,True,Sarah Chen,approved,2026-12-02,
KYC_F93AA001EE,CUST_9A9072F6,2024-05-27,Passport,True,Sarah Chen,approved,2028-04-11,
KYC_136D3E8004,CUST_9A9072F6,2025-03-28,Driver License,True,David Kim,approved,2028-07-02,
KYC_FDB9DC254E,CUST_DADB5F38,2022-05-21,Bank Statement,True,Michael Rodriguez,approved,2024-05-27,
KYC_CEE5DE3BE5,CUST_DADB5F38,2022-05-21,Driver License,True,Jessica Martinez,approved,2026-06-02,
KYC_0D7E7A7BA0,CUST_DADB5F38,2022-05-21,Passport,True,Jessica Martinez,approved,2023-08-24,
KYC_3AC6CCED1F,CUST_DADB5F38,2022-05-21,Utility Bill,True,Jessica Martinez,approved,2025-03-08,
KYC_8EB735C3FF,CUST_DADB5F38,2023-05-06,Bank Statement,True,Michael Rodriguez,pending,2025-07-21,
KYC_AC8BCAD7AE,CUST_DADB5F38,2024-06-03,Bank Statement,True,Sarah Chen,approved,2025-11-03,
KYC_E627B83F37,CUST_DADB5F38,2025-06-11,Driver License,True,Michael Rodriguez,pending,2029-08-29,
KYC_38023A772C,CUST_CE31E0EF,2022-02-27,Utility Bill,True,Michael Rodriguez,approved,2023-06-13,
KYC_0F6111B09D,CUST_CE31E0EF,2022-02-27,Passport,True,Emily Thompson,approved,2025-03-29,
KYC_971CBA37E7,CUST_CE31E0EF,2022-02-27,Driver License,False,David Kim,approved,2023-10-14,
KYC_4D17E4C9BE,CUST_CE31E0EF,2022-02-27,Bank Statement,True,David Kim,approved,2024-02-19,
KYC_523168C98E,CUST_CE31E0EF,2023-07-22,Driver License,False,Michael Rodriguez,approved,2027-05-30,
KYC_A2FFD6429F,CUST_CE31E0EF,2024-09-03,Passport,True,Lisa Anderson,expired,2029-07-29,
KYC_7D935FFC85,CUST_DC725F21,2023-10-31,Bank Statement,True,William Taylor,rejected,2028-06-30,
KYC_41791881FD,CUST_DC725F21,2023-10-31,Driver License,True,William Taylor,approved,2026-02-14,
KYC_02C52EC6A5,CUST_DC725F21,2023-10-31,Passport,True,Maria Garcia,approved,2028-03-30,
KYC_4363BC5BCB,CUST_DC725F21,2023-10-31,Utility Bill,True,David Kim,approved,2026-03-13,
KYC_A9B8FFB051,CUST_DC725F21,2025-02-09,Bank Statement,True,Lisa Anderson,approved,2029-08-12,
KYC_970895A360,CUST_A8424EBC,2023-06-06,Driver License,True,Sarah Chen,approved,2025-09-07,
KYC_6AF66210DE,CUST_A8424EBC,2023-06-06,Utility Bill,True,Emily Thompson,approved,2025-09-10,
KYC_931394D121,CUST_A8424EBC,2023-06-06,Passport,True,James Wilson,approved,2027-02-03,
KYC_D3C06CC94C,CUST_A8424EBC,2024-10-14,Bank Statement,True,David Kim,approved,2025-12-28,
KYC_56C3D3EBF0,CUST_A8424EBC,2025-11-03,Passport,True,Jessica Martinez,approved,2029-06-04,
KYC_0D4C24B92C,CUST_039A19C3,2023-07-05,Utility Bill,True,Robert Johnson,approved,2027-05-19,
KYC_A2474C4C95,CUST_039A19C3,2023-07-05,Passport,True,Robert Johnson,approved,2026-03-07,
KYC_73EDC4561E,CUST_039A19C3,2024-10-09,Proof of Address,True,Emily Thompson,approved,2027-12-29,
KYC_B915A1F328,CUST_039A19C3,2025-08-03,Bank Statement,False,Michael Rodriguez,approved,2030-01-24,
KYC_94D0CC3A95,CUST_0214E8BF,2022-11-18,Utility Bill,True,Jessica Martinez,approved,2027-09-06,
KYC_4D22D2FE36,CUST_0214E8BF,2022-11-18,Passport,True,Maria Garcia,approved,2026-05-12,
KYC_48401E7AC0,CUST_0214E8BF,2022-11-18,Driver License,True,Jessica Martinez,approved,2026-05-31,
KYC_0A7BB24F51,CUST_0214E8BF,2022-11-18,Bank Statement,True,James Wilson,approved,2025-03-14,
KYC_90BCE04CEF,CUST_0214E8BF,2023-10-27,Bank Statement,True,James Wilson,approved,2027-03-17,
KYC_34721F0CAB,CUST_0214E8BF,2024-08-26,Passport,True,David Kim,approved,2029-05-06,
KYC_878900957B,CUST_0214E8BF,2025-05-17,Passport,True,William Taylor,approved,2026-05-20,
KYC_24FE62760C,CUST_AB875B0E,2022-10-28,Driver License,True,David Kim,approved,2025-01-12,
KYC_576EA46824,CUST_AB875B0E,2022-10-28,Passport,True,Robert Johnson,approved,2025-06-27,
KYC_FDD868FC78,CUST_AB875B0E,2022-10-28,Bank Statement,True,James Wilson,approved,2024-10-31,
KYC_2F300838CE,CUST_AB875B0E,2022-10-28,Utility Bill,True,Michael Rodriguez,approved,2027-05-29,
KYC_A668BD8988,CUST_AB875B0E,2023-05-08,Passport,True,Sarah Chen,approved,2028-02-15,
KYC_3660E6FCCF,CUST_AB875B0E,2023-12-21,Bank Statement,False,David Kim,approved,2027-05-23,
KYC_CEB7A2890A,CUST_AB875B0E,2024-07-03,Driver License,True,David Kim,approved,2027-08-11,
KYC_8D820B3678,CUST_AB875B0E,2025-04-27,Passport,True,William Taylor,approved,2027-08-27,
KYC_46CCEE7D00,CUST_20B79982,2022-08-09,Passport,True,William Taylor,approved,2026-03-24,
KYC_4688F75786,CUST_20B79982,2022-08-09,Driver License,True,James Wilson,approved,2026-08-12,
KYC_4DD74EFB65,CUST_20B79982,2023-04-12,Bank Statement,True,James Wilson,approved,2025-07-13,
KYC_21B2D7745D,CUST_20B79982,2024-06-22,Passport,True,Michael Rodriguez,approved,2029-01-13,
KYC_4773E7253A,CUST_20B79982,2025-09-04,Bank Statement,True,Robert Johnson,approved,2028-03-16,
KYC_19A92E9EA9,CUST_64BF94E8,2022-10-03,Utility Bill,True,Lisa Anderson,approved,2027-01-06,
KYC_36CB657CF4,CUST_64BF94E8,2022-10-03,Driver License,True,Sarah Chen,approved,2025-06-08,
KYC_F2A22FB5FB,CUST_64BF94E8,2023-11-22,Driver License,True,Sarah Chen,approved,2028-02-14,
KYC_6F8E80E951,CUST_64BF94E8,2024-12-22,Bank Statement,True,David Kim,approved,2029-03-08,
KYC_31B682F11E,CUST_64BF94E8,2025-10-06,Driver License,True,Emily Thompson,approved,2029-03-08,
KYC_2E04521170,CUST_1B1DDD9A,2023-12-02,Bank Statement,True,Sarah Chen,pending,2025-08-12,
KYC_57298E311C,CUST_1B1DDD9A,2023-12-02,Utility Bill,True,William Taylor,approved,2026-09-26,
KYC_4169F1E557,CUST_1B1DDD9A,2023-12-02,Driver License,True,Sarah Chen,approved,2025-04-02,
KYC_F7112EF0C7,CUST_1B1DDD9A,2024-05-31,Bank Statement,True,William Taylor,approved,2028-04-05,
KYC_6619B06DCE,CUST_1B1DDD9A,2025-08-20,Bank Statement,True,Robert Johnson,approved,2027-07-13,
KYC_7DD62DE921,CUST_1FF28277,2023-06-24,Bank Statement,True,Maria Garcia,approved,2026-01-24,
KYC_E40A827AD3,CUST_1FF28277,2023-06-24,Driver License,True,David Kim,approved,2027-11-08,
KYC_2A34D04D8F,CUST_1FF28277,2024-10-13,Passport,True,Lisa Anderson,approved,2027-12-21,
KYC_293DD1CB61,CUST_1FF28277,2025-05-16,Passport,True,Sarah Chen,approved,2026-09-15,
KYC_E84E444E43,CUST_97A8057E,2023-06-29,Utility Bill,True,Robert Johnson,approved,2025-06-30,
KYC_91B7329242,CUST_97A8057E,2023-06-29,Driver License,False,Michael Rodriguez,rejected,2027-10-31,
KYC_D70C8E3443,CUST_97A8057E,2023-06-29,Passport,True,Maria Garcia,approved,2025-08-24,
KYC_A393937882,CUST_97A8057E,2024-05-29,Passport,True,Michael Rodriguez,approved,2027-06-12,
KYC_15D2BD04DE,CUST_97A8057E,2025-04-28,Proof of Address,True,David Kim,expired,2026-06-30,
KYC_1A092A7578,CUST_154B746F,2023-03-26,Driver License,True,David Kim,approved,2025-05-18,
KYC_0A9BC71974,CUST_154B746F,2023-03-26,Utility Bill,True,Jessica Martinez,approved,2024-04-17,
KYC_2BA76AEF65,CUST_154B746F,2023-03-26,Passport,True,Sarah Chen,approved,2027-09-30,
KYC_6A70A9A6E2,CUST_154B746F,2023-03-26,Bank Statement,True,Jessica Martinez,approved,2026-04-14,
KYC_D3C1604CDF,CUST_154B746F,2024-06-15,Passport,True,Sarah Chen,expired,2028-08-02,
KYC_DBA423CC0C,CUST_154B746F,2025-02-19,Passport,True,Sarah Chen,rejected,2026-08-17,
KYC_E46BA75D52,CUST_08F66E97,2023-08-13,Bank Statement,True,William Taylor,approved,2028-03-05,
KYC_5FFB5D18E9,CUST_08F66E97,2023-08-13,Passport,True,Emily Thompson,approved,2024-09-28,
KYC_9E05A99F46,CUST_08F66E97,2023-08-13,Utility Bill,False,William Taylor,approved,2026-10-09,
KYC_BA2BD13534,CUST_08F66E97,2024-10-13,Passport,True,Maria Garcia,approved,2026-10-07,
KYC_B90D50AD00,CUST_08F66E97,2025-08-03,Passport,True,James Wilson,approved,2028-11-12,
KYC_0A589B782F,CUST_173CC03A,2022-01-08,Driver License,True,Lisa Anderson,approved,2023-01-18,
KYC_3B55C4F36F,CUST_173CC03A,2022-01-08,Bank Statement,True,David Kim,approved,2026-06-15,
KYC_054C8CAB9B,CUST_173CC03A,2023-06-16,Passport,True,James Wilson,rejected,2025-03-10,
KYC_15889DF76F,CUST_173CC03A,2024-09-07,Bank Statement,True,Jessica Martinez,approved,2028-03-09,
KYC_82173AAD40,CUST_DDD122A3,2022-05-17,Utility Bill,True,Emily Thompson,approved,2027-01-16,
KYC_60AF87A422,CUST_DDD122A3,2022-05-17,Bank Statement,True,Emily Thompson,approved,2026-04-13,
KYC_2142A213D7,CUST_DDD122A3,2022-05-17,Driver License,True,Michael Rodriguez,approved,2025-01-15,
KYC_722C6B7DDB,CUST_DDD122A3,2022-05-17,Passport,True,James Wilson,approved,2025-05-05,
KYC_8B5B3898DC,CUST_DDD122A3,2023-08-08,Passport,True,David Kim,approved,2024-08-13,
KYC_B9E48D3499,CUST_DDD122A3,2025-01-28,Proof of Address,True,James Wilson,approved,2029-10-11,
KYC_2532ED2B7C,CUST_32482346,2023-02-08,Utility Bill,True,Michael Rodriguez,approved,2027-01-03,
KYC_98B99FD282,CUST_32482346,2023-02-08,Bank Statement,True,Jessica Martinez,approved,2027-08-09,
