edd_id,customer_id,investigation_start,investigation_end,edd_reason,steps_taken,outcome,notes,senior_reviewer,regulatory_filing
EDD_4E173BC82F,CUST_35BF93AF,2023-05-23,2023-06-13,Unusual transaction patterns detected,"Regulatory filing assessment, Source of wealth verification, External database screening, Beneficial ownership analysis, Enhanced document collection, Management review",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_7D00C6454E,CUST_35BF93AF,2023-08-14,2023-08-27,Large value transactions,"Regulatory filing assessment, Transaction pattern analysis, Enhanced document collection, External database screening, Beneficial ownership analysis, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_16D0879C15,CUST_35BF93AF,2023-11-16,2023-12-09,Geographic risk factors,"Regulatory filing assessment, External database screening, Beneficial ownership analysis, Transaction pattern analysis, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_44AB2BBD51,CUST_35BF93AF,2024-02-01,2024-02-19,Elevated risk score,"Source of wealth verification, Transaction pattern analysis, Regulatory filing assessment, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_4CA78C8568,CUST_35BF93AF,2024-05-10,2024-06-02,PEP association identified,"Management review, Transaction pattern analysis, Regulatory filing assessment",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,James Wilson,SAR Filed
EDD_84C2846ACD,CUST_35BF93AF,2024-08-07,2024-09-16,Unusual transaction patterns detected,"Source of wealth verification, Enhanced document collection, Transaction pattern analysis, Management review, Regulatory filing assessment, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,No filing required
EDD_F28857CDBE,CUST_35BF93AF,2024-10-30,2024-11-20,PEP association identified,"Regulatory filing assessment, External database screening, Beneficial ownership analysis, Management review",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_9605AB5869,CUST_35BF93AF,2025-02-04,2025-03-01,Unusual transaction patterns detected,"Regulatory filing assessment, Transaction pattern analysis, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_115B538C33,CUST_35BF93AF,2025-05-16,2025-06-06,Unusual transaction patterns detected,"Source of wealth verification, Regulatory filing assessment, Management review, Transaction pattern analysis, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_2C41BA730E,CUST_35BF93AF,2025-08-25,2025-09-10,PEP association identified,"Management review, Regulatory filing assessment, External database screening, Enhanced document collection, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_220D4311D1,CUST_FE511599,2025-10-06,2025-10-16,PEP association identified,"Management review, Beneficial ownership analysis, Enhanced document collection, Transaction pattern analysis, External database screening, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,David Kim,SAR Filed
EDD_5B9E17C6E3,CUST_D5C3A096,2023-08-29,2023-09-09,Large value transactions,"Regulatory filing assessment, Management review, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_340A51A051,CUST_D5C3A096,2025-06-01,2025-07-13,PEP association identified,"Beneficial ownership analysis, Regulatory filing assessment, Source of wealth verification, Transaction pattern analysis",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Robert Johnson,No filing required
EDD_EF7A2398F5,CUST_6505ECB8,2023-11-19,2023-12-04,Large value transactions,"Beneficial ownership analysis, Management review, Source of wealth verification, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Jessica Martinez,No filing required
EDD_F842E69FC7,CUST_6505ECB8,2023-12-20,2024-01-19,PEP association identified,"Beneficial ownership analysis, Enhanced document collection, Management review, Regulatory filing assessment, Transaction pattern analysis, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_36B866D577,CUST_6505ECB8,2024-01-28,2024-03-09,Geographic risk factors,"Management review, Transaction pattern analysis, Enhanced document collection, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_011D49444A,CUST_6505ECB8,2024-03-01,2024-03-11,Large value transactions,"Source of wealth verification, External database screening, Transaction pattern analysis, Management review",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Jessica Martinez,No filing required
EDD_A5A1CA6EBD,CUST_6505ECB8,2024-03-23,2024-04-28,Unusual transaction patterns detected,"Beneficial ownership analysis, External database screening, Management review, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_017F771C1A,CUST_6505ECB8,2024-04-25,2024-05-10,Large value transactions,"Source of wealth verification, Transaction pattern analysis, Management review, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_E2459E0D40,CUST_6505ECB8,2024-05-28,2024-06-23,Geographic risk factors,"Beneficial ownership analysis, Source of wealth verification, Enhanced document collection, External database screening",account_closed,EDD investigation completed. Customer account closed.,Jessica Martinez,No filing required
EDD_EB4ECAD21A,CUST_6505ECB8,2024-07-02,2024-08-03,Large value transactions,"Management review, Beneficial ownership analysis, Enhanced document collection, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_57108636D8,CUST_6505ECB8,2024-07-17,2024-08-10,Unusual transaction patterns detected,"Enhanced document collection, Beneficial ownership analysis, Transaction pattern analysis, Management review, Source of wealth verification, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_28196F8EE7,CUST_6505ECB8,2024-08-10,2024-08-30,Source of funds verification required,"External database screening, Source of wealth verification, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_C0688C1302,CUST_6505ECB8,2024-09-14,2024-10-29,PEP association identified,"Regulatory filing assessment, Source of wealth verification, Enhanced document collection, Management review, External database screening, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,No filing required
EDD_18D221E9CC,CUST_6505ECB8,2024-10-06,2024-10-19,Geographic risk factors,"Enhanced document collection, Management review, Transaction pattern analysis, Regulatory filing assessment, Beneficial ownership analysis, External database screening",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Emily Thompson,No filing required
EDD_47D109721C,CUST_6505ECB8,2024-10-22,2024-11-02,Large value transactions,"Source of wealth verification, Transaction pattern analysis, Enhanced document collection, External database screening",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_B27A5A6308,CUST_6505ECB8,2024-11-24,2024-12-20,Source of funds verification required,"Source of wealth verification, Regulatory filing assessment, External database screening, Beneficial ownership analysis",account_closed,EDD investigation completed. Customer account closed.,Sarah Chen,No filing required
EDD_1B270867B5,CUST_6505ECB8,2025-01-01,2025-01-19,Unusual transaction patterns detected,"Beneficial ownership analysis, Management review, External database screening, Regulatory filing assessment, Enhanced document collection",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Jessica Martinez,No filing required
EDD_0227AB3452,CUST_6505ECB8,2025-02-14,2025-02-21,Source of funds verification required,"Beneficial ownership analysis, External database screening, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_16FCB54095,CUST_6505ECB8,2025-03-18,2025-05-02,Elevated risk score,"External database screening, Regulatory filing assessment, Transaction pattern analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_FF6AD75154,CUST_6505ECB8,2025-04-12,2025-04-30,Geographic risk factors,"Regulatory filing assessment, Management review, Beneficial ownership analysis, External database screening, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,David Kim,SAR Filed
EDD_29928AEBFB,CUST_6505ECB8,2025-05-13,2025-06-02,Sanctions screening alert,"Transaction pattern analysis, Beneficial ownership analysis, External database screening, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_4603A2B87E,CUST_6505ECB8,2025-06-13,2025-07-09,PEP association identified,"Management review, Transaction pattern analysis, External database screening, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_568BCD0E9A,CUST_6505ECB8,2025-07-10,2025-08-17,PEP association identified,"Transaction pattern analysis, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_AEBBACD1D4,CUST_6505ECB8,2025-08-09,2025-09-18,Elevated risk score,"External database screening, Regulatory filing assessment, Management review, Source of wealth verification, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_936C090A84,CUST_6505ECB8,2025-09-23,2025-10-15,Geographic risk factors,"Transaction pattern analysis, Management review, Enhanced document collection, External database screening",cleared,EDD investigation completed. Customer cleared.,David Kim,SAR Filed
EDD_12E1BF1261,CUST_6505ECB8,2025-11-03,,PEP association identified,"Management review, Beneficial ownership analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_A7552722D4,CUST_0BA05FEA,2024-08-16,2024-09-29,Unusual transaction patterns detected,"Source of wealth verification, Enhanced document collection, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,No filing required
EDD_0F9D51056B,CUST_0BA05FEA,2024-11-02,2024-11-29,Sanctions screening alert,"Source of wealth verification, Enhanced document collection, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,SAR Filed
EDD_15E8F12CE2,CUST_0BA05FEA,2025-01-29,2025-03-12,Unusual transaction patterns detected,"Regulatory filing assessment, Beneficial ownership analysis, Enhanced document collection, Management review, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,SAR Filed
EDD_6701459C24,CUST_0BA05FEA,2025-05-14,2025-05-21,Geographic risk factors,"External database screening, Transaction pattern analysis, Enhanced document collection, Beneficial ownership analysis, Management review, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,SAR Filed
EDD_4CD233D80B,CUST_0BA05FEA,2025-07-28,2025-08-12,Sanctions screening alert,"Management review, Transaction pattern analysis, Regulatory filing assessment, Enhanced document collection, Beneficial ownership analysis, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_F562F44AE8,CUST_0BA05FEA,2025-10-21,2025-10-28,Unusual transaction patterns detected,"Management review, Enhanced document collection, External database screening, Beneficial ownership analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_EE6E278253,CUST_D7E85E17,2023-04-27,2023-06-01,Unusual transaction patterns detected,"Beneficial ownership analysis, Regulatory filing assessment, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_45F01A3E00,CUST_E609C4FC,2024-09-20,2024-10-09,Large value transactions,"Beneficial ownership analysis, External database screening, Source of wealth verification, Transaction pattern analysis, Management review, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_94D2BFD5E4,CUST_7E562DCE,2024-04-16,2024-05-27,PEP association identified,"Source of wealth verification, Beneficial ownership analysis, Regulatory filing assessment, External database screening",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,SAR Filed
EDD_75757354B5,CUST_7E562DCE,2024-07-12,2024-08-06,Elevated risk score,"Management review, Regulatory filing assessment, External database screening, Enhanced document collection",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,David Kim,SAR Filed
EDD_99C0AC13F4,CUST_7E562DCE,2024-10-18,2024-10-30,Large value transactions,"Management review, Beneficial ownership analysis, Enhanced document collection, Regulatory filing assessment, Source of wealth verification, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_F6E868F93B,CUST_7E562DCE,2025-01-20,2025-02-08,Source of funds verification required,"Beneficial ownership analysis, Enhanced document collection, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_72C70BBC0E,CUST_7E562DCE,2025-04-14,2025-05-26,Source of funds verification required,"Beneficial ownership analysis, Transaction pattern analysis, External database screening, Source of wealth verification, Management review",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Lisa Anderson,No filing required
EDD_2F1B1B3C99,CUST_7E562DCE,2025-07-05,2025-08-13,Source of funds verification required,"Beneficial ownership analysis, Enhanced document collection, External database screening",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_9223389AEF,CUST_7E562DCE,2025-09-26,2025-10-08,Geographic risk factors,"Beneficial ownership analysis, Source of wealth verification, Transaction pattern analysis, External database screening, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_79F270095C,CUST_945604A0,2023-06-08,2023-07-06,Sanctions screening alert,"Enhanced document collection, Transaction pattern analysis, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,SAR Filed
EDD_CAD517D223,CUST_945604A0,2023-06-23,2023-07-07,Source of funds verification required,"Regulatory filing assessment, Source of wealth verification, Beneficial ownership analysis, Enhanced document collection, Transaction pattern analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_05EBD346E8,CUST_945604A0,2023-07-17,2023-07-27,Unusual transaction patterns detected,"Beneficial ownership analysis, Transaction pattern analysis, External database screening, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_2E1A8252B8,CUST_945604A0,2023-08-22,2023-09-01,Source of funds verification required,"Enhanced document collection, Source of wealth verification, Regulatory filing assessment, Management review, Transaction pattern analysis, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_487AA776E7,CUST_945604A0,2023-09-09,2023-09-22,Large value transactions,"Enhanced document collection, Beneficial ownership analysis, External database screening, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_48D31B9B97,CUST_945604A0,2023-10-14,2023-11-27,Source of funds verification required,"Regulatory filing assessment, Enhanced document collection, External database screening",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_0170FDCBB2,CUST_945604A0,2023-11-26,2024-01-06,Unusual transaction patterns detected,"Transaction pattern analysis, External database screening, Regulatory filing assessment, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_B8954AB786,CUST_945604A0,2024-01-02,2024-02-01,PEP association identified,"Beneficial ownership analysis, Source of wealth verification, Transaction pattern analysis, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,SAR Filed
EDD_3B2E484E76,CUST_945604A0,2024-02-08,2024-03-22,Elevated risk score,"External database screening, Beneficial ownership analysis, Management review, Transaction pattern analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_E99279ACCA,CUST_945604A0,2024-03-03,2024-04-11,Unusual transaction patterns detected,"Source of wealth verification, Transaction pattern analysis, Beneficial ownership analysis, Regulatory filing assessment, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,James Wilson,No filing required
EDD_B33B7D0401,CUST_945604A0,2024-04-03,2024-04-29,Geographic risk factors,"External database screening, Regulatory filing assessment, Enhanced document collection, Transaction pattern analysis, Beneficial ownership analysis, Management review",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,SAR Filed
EDD_8C3D8FB84B,CUST_945604A0,2024-05-10,2024-06-24,Sanctions screening alert,"Beneficial ownership analysis, Transaction pattern analysis, Enhanced document collection, Source of wealth verification, Management review, External database screening",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_A269EA61D7,CUST_945604A0,2024-05-25,2024-06-11,Elevated risk score,"Source of wealth verification, Regulatory filing assessment, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_EC241AB633,CUST_945604A0,2024-06-16,2024-07-15,Geographic risk factors,"Regulatory filing assessment, Source of wealth verification, Beneficial ownership analysis, Enhanced document collection, Transaction pattern analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_E83C31B6C1,CUST_945604A0,2024-07-01,2024-07-25,Unusual transaction patterns detected,"External database screening, Management review, Beneficial ownership analysis, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_1B5B6CE261,CUST_945604A0,2024-08-13,2024-09-07,Geographic risk factors,"Source of wealth verification, Enhanced document collection, Management review, Transaction pattern analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_4B07E05B45,CUST_945604A0,2024-09-11,2024-10-20,Large value transactions,"Beneficial ownership analysis, Source of wealth verification, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_7D43A5494A,CUST_945604A0,2024-10-07,2024-10-15,Elevated risk score,"External database screening, Beneficial ownership analysis, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,David Kim,SAR Filed
EDD_98DDAF9B1E,CUST_945604A0,2024-10-24,2024-11-10,Elevated risk score,"Regulatory filing assessment, Source of wealth verification, Beneficial ownership analysis, Management review",account_closed,EDD investigation completed. Customer account closed.,Lisa Anderson,No filing required
EDD_5EB20DF23D,CUST_945604A0,2024-11-29,2024-12-30,Sanctions screening alert,"Source of wealth verification, External database screening, Beneficial ownership analysis, Regulatory filing assessment, Transaction pattern analysis, Enhanced document collection",account_closed,EDD investigation completed. Customer account closed.,Robert Johnson,No filing required
EDD_71A8FDD41B,CUST_945604A0,2025-01-02,2025-02-12,Elevated risk score,"External database screening, Regulatory filing assessment, Source of wealth verification, Management review, Beneficial ownership analysis, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_56B2DB1F70,CUST_945604A0,2025-02-04,2025-03-03,Source of funds verification required,"External database screening, Source of wealth verification, Transaction pattern analysis, Management review",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_7709D66726,CUST_945604A0,2025-03-05,2025-03-21,Unusual transaction patterns detected,"Enhanced document collection, Regulatory filing assessment, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_C0C8CA82A0,CUST_945604A0,2025-03-21,2025-04-12,Sanctions screening alert,"Beneficial ownership analysis, Source of wealth verification, Enhanced document collection, External database screening, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Jessica Martinez,No filing required
EDD_71CFB1FF90,CUST_945604A0,2025-04-30,2025-06-06,Source of funds verification required,"Beneficial ownership analysis, Transaction pattern analysis, Enhanced document collection, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_4312C86329,CUST_945604A0,2025-05-30,2025-06-11,Large value transactions,"Beneficial ownership analysis, External database screening, Source of wealth verification, Management review, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,SAR Filed
EDD_6A29B7197D,CUST_945604A0,2025-07-01,2025-07-16,Source of funds verification required,"Enhanced document collection, External database screening, Transaction pattern analysis",account_closed,EDD investigation completed. Customer account closed.,James Wilson,No filing required
EDD_6B63F7AEEA,CUST_945604A0,2025-07-24,2025-09-02,Large value transactions,"External database screening, Transaction pattern analysis, Regulatory filing assessment, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,No filing required
EDD_5A19817421,CUST_945604A0,2025-08-18,2025-08-26,Large value transactions,"Transaction pattern analysis, Management review, Regulatory filing assessment, Beneficial ownership analysis, Enhanced document collection, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_74AC409956,CUST_945604A0,2025-09-26,2025-10-16,Sanctions screening alert,"Transaction pattern analysis, External database screening, Source of wealth verification, Management review, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,James Wilson,No filing required
EDD_7A71447FE5,CUST_945604A0,2025-11-04,,Unusual transaction patterns detected,"External database screening, Enhanced document collection, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_65AE8A9158,CUST_B9CE4538,2024-05-11,2024-06-15,Large value transactions,"Regulatory filing assessment, Beneficial ownership analysis, Enhanced document collection, Management review, External database screening, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_9CFDD7C82B,CUST_F04EA5BA,2023-07-21,2023-08-29,Sanctions screening alert,"Transaction pattern analysis, Enhanced document collection, Management review, Regulatory filing assessment, External database screening",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_3D0AFEAF17,CUST_93437EF3,2023-07-11,2023-08-12,Sanctions screening alert,"Transaction pattern analysis, Regulatory filing assessment, Source of wealth verification, Management review, Beneficial ownership analysis, External database screening",account_closed,EDD investigation completed. Customer account closed.,William Taylor,No filing required
EDD_A90182CDB6,CUST_93437EF3,2025-03-23,2025-04-14,Source of funds verification required,"Source of wealth verification, Enhanced document collection, Regulatory filing assessment, External database screening, Transaction pattern analysis, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,SAR Filed
EDD_925D52F450,CUST_93437EF3,2025-07-05,2025-07-24,Sanctions screening alert,"Regulatory filing assessment, Management review, External database screening, Enhanced document collection, Beneficial ownership analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,SAR Filed
EDD_F9C2772045,CUST_B32E9702,2023-08-16,2023-09-21,Source of funds verification required,"Enhanced document collection, Beneficial ownership analysis, Regulatory filing assessment, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_0889F5D357,CUST_B32E9702,2024-02-19,2024-02-26,Sanctions screening alert,"Beneficial ownership analysis, External database screening, Regulatory filing assessment, Management review, Transaction pattern analysis, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_B11E4AAC34,CUST_B32E9702,2024-08-26,2024-09-10,PEP association identified,"Beneficial ownership analysis, Transaction pattern analysis, Regulatory filing assessment, External database screening, Source of wealth verification, Management review",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_EE4E3E5617,CUST_B32E9702,2025-02-22,2025-04-02,Large value transactions,"Source of wealth verification, Beneficial ownership analysis, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Jessica Martinez,No filing required
EDD_E1EA9C18F7,CUST_9A9072F6,2025-05-03,2025-05-12,Unusual transaction patterns detected,"Management review, Transaction pattern analysis, External database screening, Enhanced document collection, Beneficial ownership analysis, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_04A0370734,CUST_A8424EBC,2023-12-15,2024-01-19,Elevated risk score,"Management review, Regulatory filing assessment, Enhanced document collection, External database screening",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_82D87608A3,CUST_039A19C3,2024-07-17,2024-08-05,Source of funds verification required,"Management review, Source of wealth verification, Regulatory filing assessment, Transaction pattern analysis, External database screening, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_CC8B84FD8A,CUST_154B746F,2023-04-25,2023-06-07,Unusual transaction patterns detected,"Beneficial ownership analysis, Source of wealth verification, Regulatory filing assessment, Enhanced document collection, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_1EF75F6641,CUST_154B746F,2023-06-04,2023-07-14,Source of funds verification required,"Enhanced document collection, Regulatory filing assessment, Transaction pattern analysis, Beneficial ownership analysis, Source of wealth verification",account_closed,EDD investigation completed. Customer account closed.,Maria Garcia,No filing required
EDD_A4F6F7752A,CUST_154B746F,2023-07-02,2023-07-28,Source of funds verification required,"External database screening, Beneficial ownership analysis, Management review, Source of wealth verification, Regulatory filing assessment, Transaction pattern analysis",account_closed,EDD investigation completed. Customer account closed.,Jessica Martinez,No filing required
EDD_099B462D5D,CUST_154B746F,2023-07-29,2023-08-07,Elevated risk score,"Source of wealth verification, Transaction pattern analysis, Management review, External database screening, Regulatory filing assessment",account_closed,EDD investigation completed. Customer account closed.,Robert Johnson,No filing required
EDD_80FF18831B,CUST_154B746F,2023-08-26,2023-09-28,PEP association identified,"Regulatory filing assessment, Source of wealth verification, Management review",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_3A12B04772,CUST_154B746F,2023-10-01,2023-10-31,Elevated risk score,"Enhanced document collection, Transaction pattern analysis, Source of wealth verification, Beneficial ownership analysis, Regulatory filing assessment, Management review",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_B6479D9171,CUST_154B746F,2023-11-01,2023-11-21,Sanctions screening alert,"Source of wealth verification, Management review, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_A0AA5DBB9E,CUST_154B746F,2023-11-27,2023-12-31,Sanctions screening alert,"Beneficial ownership analysis, Enhanced document collection, External database screening, Management review, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,William Taylor,SAR Filed
EDD_F2EFAC427F,CUST_154B746F,2023-12-30,2024-02-12,PEP association identified,"Regulatory filing assessment, Transaction pattern analysis, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_A40F963035,CUST_154B746F,2024-01-24,2024-02-05,Elevated risk score,"Source of wealth verification, External database screening, Management review, Regulatory filing assessment, Beneficial ownership analysis, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_C6C4888750,CUST_154B746F,2024-03-01,2024-04-15,Large value transactions,"Regulatory filing assessment, Transaction pattern analysis, External database screening, Beneficial ownership analysis, Enhanced document collection",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Jessica Martinez,No filing required
EDD_2AD403C0BD,CUST_154B746F,2024-03-21,2024-04-21,Geographic risk factors,"Management review, Enhanced document collection, External database screening, Transaction pattern analysis, Regulatory filing assessment, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Lisa Anderson,SAR Filed
EDD_0620535614,CUST_154B746F,2024-05-05,2024-06-03,Sanctions screening alert,"External database screening, Enhanced document collection, Regulatory filing assessment, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_1FCC57645F,CUST_154B746F,2024-05-28,2024-06-13,Geographic risk factors,"Regulatory filing assessment, Transaction pattern analysis, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_C53AD41FF9,CUST_154B746F,2024-06-14,2024-07-07,Geographic risk factors,"Source of wealth verification, External database screening, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_6F23214BEC,CUST_154B746F,2024-07-25,2024-08-22,Large value transactions,"External database screening, Transaction pattern analysis, Beneficial ownership analysis, Management review, Enhanced document collection, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Lisa Anderson,SAR Filed
EDD_449FAC7DB4,CUST_154B746F,2024-08-10,2024-08-19,PEP association identified,"Beneficial ownership analysis, Enhanced document collection, Regulatory filing assessment, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
